CRN,Cap,Act,Rem,Status
34171,25,11,14,Restricted: See Counselor
34344,25,3,22,Restricted: See Counselor
34872,25,1,24,Restricted: See Counselor
34345,25,1,24,Restricted: See Counselor
34173,25,13,12,Restricted: See Counselor
34874,25,1,24,Restricted: See Counselor
32044,40,--,0,CLOSED
36526,40,--,0,CLOSED
32416,36,--,0,CLOSED
35016,40,--,0,CLOSED
35017,40,--,0,CLOSED
32774,40,--,0,CLOSED
38353,40,--,0,CLOSED
32417,40,--,0,CLOSED
30004,40,--,0,CLOSED
38097,40,--,0,CLOSED
38461,40,--,0,CLOSED
30070,65,--,0,CLOSED
30010,40,--,0,CLOSED
33473,40,--,0,CLOSED
31311,40,--,0,CLOSED
34622,35,--,0,CLOSED
37090,36,--,0,CLOSED
34621,60,--,0,CLOSED
38462,40,--,0,CLOSED
31549,40,--,0,CLOSED
36379,70,62,8,OPEN
32233,40,--,0,CLOSED
35018,40,--,0,CLOSED
38463,40,--,0,CLOSED
31626,40,--,0,CLOSED
38514,40,--,0,CLOSED
37296,50,--,0,CLOSED
35553,20,9,11,OPEN
33443,25,17,8,Restricted: See Counselor
38159,25,4,21,Restricted: See Counselor
35546,25,17,8,Restricted: See Counselor
33816,25,6,19,Restricted: See Counselor
38085,25,10,15,Restricted: See Counselor
37477,25,3,22,Restricted: See Counselor
35310,25,14,11,Restricted: See Counselor
35530,25,7,18,Restricted: See Counselor
38086,25,9,16,Restricted: See Counselor
37479,25,4,21,Restricted: See Counselor
38611,25,7,18,Restricted: See Counselor
35061,25,9,16,Restricted: See Counselor
38608,25,16,9,Restricted: See Counselor
38161,25,18,7,Restricted: See Counselor
38162,25,20,5,Restricted: See Counselor
33451,25,5,20,Restricted: See Counselor
34881,25,22,3,Restricted: See Counselor
38164,25,16,9,Restricted: See Counselor
34289,25,6,19,Restricted: See Counselor
37481,25,15,10,Restricted: See Counselor
33456,25,6,19,Restricted: See Counselor
33458,25,9,16,Restricted: See Counselor
37483,25,22,3,Restricted: See Counselor
38167,25,2,23,Restricted: See Counselor
37484,25,4,21,Restricted: See Counselor
38158,25,21,4,Restricted: See Counselor
38169,25,3,22,Restricted: See Counselor
38170,25,19,6,Restricted: See Counselor
34608,25,24,1,Restricted: See Counselor
38079,25,2,23,Restricted: See Counselor
38533,25,6,19,Restricted: See Counselor
38534,25,4,21,Restricted: See Counselor
38607,25,0,25,Restricted: See Counselor
38535,25,10,15,Restricted: See Counselor
38609,25,7,18,Restricted: See Counselor
30019,90,--,0,CLOSED
30658,40,--,0,CLOSED
35019,40,--,0,CLOSED
38438,40,--,0,CLOSED
36472,40,--,0,CLOSED
30652,80,--,0,CLOSED
37207,40,--,0,CLOSED
30023,40,--,0,CLOSED
30026,40,--,0,CLOSED
30024,40,--,0,CLOSED
35023,40,--,0,CLOSED
38709,20,--,0,CLOSED
30362,30,--,0,CLOSED
32121,30,--,0,CLOSED
36010,30,--,0,CLOSED
37546,24,--,0,CLOSED
38602,30,--,0,CLOSED
30031,30,--,0,CLOSED
30033,24,--,0,CLOSED
30036,30,--,0,CLOSED
31230,30,--,0,CLOSED
33887,24,--,0,CLOSED
34545,30,--,0,CLOSED
36011,30,--,0,CLOSED
30034,30,--,0,CLOSED
30315,30,--,0,CLOSED
36563,30,--,0,CLOSED
30116,30,--,0,CLOSED
30479,30,--,0,CLOSED
33380,30,--,0,CLOSED
36012,30,--,0,CLOSED
36562,30,--,0,CLOSED
37598,30,--,0,CLOSED
33152,24,--,0,CLOSED
32506,7,--,0,CLOSED
32333,40,--,0,CLOSED
36697,40,--,0,CLOSED
36811,40,--,0,CLOSED
37137,40,--,0,CLOSED
37902,40,--,0,CLOSED
31482,40,--,0,CLOSED
36404,40,--,0,CLOSED
30037,40,--,0,CLOSED
32948,40,--,0,CLOSED
35550,40,--,0,CLOSED
36460,40,--,0,CLOSED
36462,40,--,0,CLOSED
36695,40,--,0,CLOSED
37034,40,--,0,CLOSED
37532,40,--,0,CLOSED
37722,40,--,0,CLOSED
37533,40,--,0,CLOSED
38849,40,--,0,CLOSED
34840,35,--,0,CLOSED
33576,25,--,0,CLOSED
33577,25,--,0,CLOSED
33579,25,--,0,CLOSED
33578,25,--,0,CLOSED
34683,25,--,0,CLOSED
36414,25,--,0,CLOSED
30335,25,--,0,CLOSED
30640,25,--,0,CLOSED
31667,25,--,0,CLOSED
38902,25,--,0,Waitlisted
30893,40,--,0,CLOSED
36696,40,--,0,CLOSED
36743,40,--,0,CLOSED
38385,40,--,0,CLOSED
37726,40,--,0,CLOSED
36808,40,--,0,CLOSED
36130,35,--,0,CLOSED
33303,40,--,0,CLOSED
36131,40,--,0,CLOSED
30625,40,--,0,CLOSED
38386,25,--,0,CLOSED
36698,40,--,0,CLOSED
37537,40,--,0,CLOSED
38892,1,--,0,CLOSED
37539,40,--,0,CLOSED
30043,30,--,0,CLOSED
37603,24,--,0,CLOSED
38855,24,--,0,CLOSED
31084,24,--,0,CLOSED
34201,24,--,0,CLOSED
31751,30,--,0,CLOSED
30379,30,--,0,CLOSED
38591,30,--,0,CLOSED
35928,30,--,0,CLOSED
38852,24,--,0,CLOSED
37604,24,--,0,CLOSED
30867,24,--,0,CLOSED
34203,24,--,0,CLOSED
31749,24,--,0,CLOSED
37863,24,--,0,CLOSED
30049,24,--,0,CLOSED
35742,24,--,0,CLOSED
37101,35,--,0,CLOSED
36344,35,--,0,CLOSED
37599,35,--,0,CLOSED
30155,35,--,0,CLOSED
37601,35,--,0,CLOSED
37602,35,--,0,CLOSED
33013,35,--,0,CLOSED
35410,40,--,0,CLOSED
36093,40,--,0,CLOSED
36162,40,--,0,CLOSED
36573,40,--,0,CLOSED
36643,40,--,0,CLOSED
30056,60,--,0,CLOSED
38683,48,--,0,CLOSED
30059,60,--,0,CLOSED
32190,60,--,0,CLOSED
37788,60,--,0,CLOSED
38641,60,--,0,CLOSED
36617,60,--,0,CLOSED
32564,60,--,0,CLOSED
32594,60,--,0,CLOSED
33014,30,--,0,CLOSED
36579,30,--,0,CLOSED
37116,30,--,0,CLOSED
32596,60,--,0,CLOSED
30062,28,--,0,CLOSED
30064,30,--,0,CLOSED
30066,28,--,0,CLOSED
30068,30,--,0,CLOSED
31123,30,--,0,CLOSED
31162,28,--,0,CLOSED
31273,28,--,0,CLOSED
30073,30,--,0,CLOSED
30074,30,--,0,CLOSED
30219,30,--,0,CLOSED
38592,30,--,0,CLOSED
30550,30,--,0,CLOSED
30067,28,--,0,CLOSED
30075,28,--,0,CLOSED
36175,28,--,0,CLOSED
30076,30,--,0,CLOSED
32037,30,--,0,CLOSED
30001,30,--,0,CLOSED
32038,30,--,0,CLOSED
33605,24,--,0,CLOSED
30079,24,--,0,CLOSED
30123,24,--,0,CLOSED
31466,24,--,0,CLOSED
37609,22,--,0,CLOSED
37608,22,--,0,CLOSED
30124,24,--,0,CLOSED
37742,24,--,0,CLOSED
30081,1,--,0,CLOSED
30083,24,--,0,CLOSED
36626,24,--,0,CLOSED
30084,24,--,0,CLOSED
30085,24,--,0,CLOSED
36624,24,--,0,CLOSED
30093,24,--,0,CLOSED
30095,24,--,0,CLOSED
34612,24,--,0,CLOSED
30232,24,--,0,CLOSED
37919,24,--,0,CLOSED
30484,24,--,0,CLOSED
31156,24,--,0,CLOSED
30039,17,--,0,CLOSED
30094,17,--,0,CLOSED
31329,17,--,0,CLOSED
30104,17,--,0,CLOSED
30707,17,--,0,CLOSED
30097,24,--,0,CLOSED
38258,24,--,0,CLOSED
30098,24,--,0,CLOSED
30101,24,--,0,CLOSED
31173,24,--,0,CLOSED
30103,24,--,0,CLOSED
33604,24,--,0,CLOSED
30144,24,--,0,CLOSED
37545,24,--,0,CLOSED
32772,24,--,0,CLOSED
30099,24,--,0,CLOSED
30105,24,--,0,CLOSED
31755,24,--,0,CLOSED
36614,24,--,0,CLOSED
31602,24,--,0,CLOSED
30711,24,--,0,CLOSED
31552,24,--,0,CLOSED
31553,24,--,0,CLOSED
30106,24,--,0,CLOSED
35408,24,--,0,CLOSED
30107,24,--,0,CLOSED
37881,24,--,0,CLOSED
30109,24,--,0,CLOSED
30127,20,--,0,CLOSED
30111,17,--,0,CLOSED
36618,17,--,0,CLOSED
30540,17,--,0,CLOSED
38596,17,--,0,CLOSED
36619,17,--,0,CLOSED
30114,17,--,0,CLOSED
38597,17,--,0,CLOSED
36620,17,--,0,CLOSED
30115,17,--,0,CLOSED
38598,17,--,0,CLOSED
36621,17,--,0,CLOSED
32039,17,--,0,CLOSED
38599,17,--,0,CLOSED
30110,17,--,0,CLOSED
30761,17,--,0,CLOSED
30765,17,--,0,CLOSED
30783,17,--,0,CLOSED
33632,22,--,0,CLOSED
37844,22,--,0,CLOSED
30377,22,--,0,CLOSED
32109,22,--,0,CLOSED
32107,24,--,0,CLOSED
38446,24,--,0,CLOSED
38451,24,--,0,CLOSED
32115,24,--,0,CLOSED
35927,24,--,0,CLOSED
37743,24,--,0,CLOSED
38595,20,--,0,CLOSED
34819,25,--,0,CLOSED
37238,25,--,0,CLOSED
38766,25,--,0,CLOSED
35243,25,--,0,CLOSED
35244,25,--,0,CLOSED
35245,25,--,0,CLOSED
37237,25,--,0,CLOSED
35924,25,--,0,CLOSED
37236,25,--,0,CLOSED
34820,25,--,0,CLOSED
34822,25,--,0,CLOSED
34823,25,--,0,CLOSED
37073,25,--,0,CLOSED
38866,25,--,0,CLOSED
34824,25,--,0,CLOSED
38867,25,--,0,CLOSED
38401,25,--,0,CLOSED
36802,25,--,0,CLOSED
37235,25,--,0,CLOSED
38148,35,--,0,CLOSED
38268,35,--,0,CLOSED
38149,35,--,0,CLOSED
38740,5,--,0,CLOSED
32682,22,--,0,CLOSED
37336,22,--,0,CLOSED
32684,22,--,0,CLOSED
37297,24,--,0,CLOSED
36373,24,--,0,CLOSED
36374,20,--,0,CLOSED
35428,20,--,0,CLOSED
36314,20,--,0,CLOSED
36165,20,17,3,OPEN
36164,16,--,0,CLOSED
36168,16,--,0,CLOSED
36176,16,--,0,CLOSED
36778,20,--,0,CLOSED
37298,20,--,0,CLOSED
37299,20,5,15,OPEN
31204,27,--,0,CLOSED
31200,27,--,0,CLOSED
33382,27,--,0,CLOSED
33384,27,--,0,CLOSED
36014,27,--,0,CLOSED
33383,27,--,0,CLOSED
36043,27,--,0,CLOSED
30213,27,--,0,CLOSED
38425,27,--,0,CLOSED
32093,24,--,0,CLOSED
32513,24,--,0,CLOSED
32094,24,--,0,CLOSED
33386,24,--,0,CLOSED
35053,24,--,0,CLOSED
33772,24,--,0,CLOSED
35557,24,--,0,CLOSED
32765,24,--,0,CLOSED
36044,24,--,0,CLOSED
33791,28,--,0,CLOSED
32510,28,--,0,CLOSED
35775,28,--,0,CLOSED
30307,30,--,0,CLOSED
32301,30,--,0,CLOSED
33944,30,--,0,CLOSED
33949,30,--,0,CLOSED
33951,30,--,0,CLOSED
33952,30,--,0,CLOSED
33962,30,--,0,CLOSED
33971,30,--,0,CLOSED
33972,30,--,0,CLOSED
33974,30,--,0,CLOSED
35401,30,--,0,CLOSED
38259,30,--,0,CLOSED
33940,30,--,0,CLOSED
33943,30,--,0,CLOSED
33963,30,--,0,CLOSED
33965,30,--,0,CLOSED
33970,30,--,0,CLOSED
34832,24,--,0,CLOSED
37910,24,--,0,CLOSED
37557,30,--,0,CLOSED
38260,1,--,0,CLOSED
38900,1,--,0,CLOSED
37558,24,--,0,CLOSED
37027,27,--,0,CLOSED
32508,16,--,0,CLOSED
32517,12,--,0,CLOSED
38557,12,--,0,CLOSED
32030,10,--,0,CLOSED
34034,40,--,0,CLOSED
34037,40,--,0,Waitlisted
38095,30,--,0,CLOSED
33191,40,--,0,CLOSED
33676,40,--,0,CLOSED
33861,40,--,0,CLOSED
36388,40,--,0,CLOSED
34038,40,--,0,CLOSED
38487,40,--,0,CLOSED
34039,60,--,0,CLOSED
33839,40,--,0,CLOSED
33682,40,--,0,CLOSED
33683,40,--,0,CLOSED
33840,40,--,0,Waitlisted
33843,40,--,0,Waitlisted
35585,40,--,0,Waitlisted
33848,40,--,0,Waitlisted
34041,40,--,0,Waitlisted
34042,40,--,0,Waitlisted
36390,60,--,0,CLOSED
34044,40,--,0,Waitlisted
37300,40,--,0,Waitlisted
38841,40,--,0,CLOSED
38843,40,--,0,CLOSED
38842,40,--,0,CLOSED
38844,40,--,0,CLOSED
38845,40,--,0,CLOSED
38870,40,--,0,CLOSED
38871,40,--,0,CLOSED
37308,40,--,0,CLOSED
37102,85,--,0,CLOSED
38014,40,--,0,Waitlisted
30178,80,--,0,CLOSED
36066,80,--,0,CLOSED
38467,35,--,0,CLOSED
30182,40,--,0,CLOSED
31709,40,--,0,CLOSED
38390,40,--,0,CLOSED
31211,40,--,0,CLOSED
33560,40,--,0,CLOSED
38435,40,--,0,CLOSED
30327,85,--,0,CLOSED
35032,40,--,0,CLOSED
35033,85,--,0,CLOSED
37961,40,--,0,Waitlisted
38512,40,--,0,Waitlisted
36415,40,--,0,CLOSED
38515,30,--,0,CLOSED
38721,30,--,0,CLOSED
30738,40,--,0,CLOSED
34639,40,--,0,CLOSED
37256,40,26,14,OPEN
32060,40,--,0,CLOSED
38389,40,--,0,CLOSED
38090,40,--,0,CLOSED
37104,40,--,0,CLOSED
32229,40,--,0,CLOSED
35126,40,--,0,CLOSED
30195,40,--,0,CLOSED
30264,40,--,0,CLOSED
38275,40,--,0,CLOSED
37662,40,--,0,CLOSED
33795,85,--,0,CLOSED
33800,40,--,0,CLOSED
37115,40,--,0,CLOSED
37257,40,--,0,CLOSED
37834,40,--,0,CLOSED
36625,40,--,0,CLOSED
35055,35,--,0,CLOSED
36530,35,--,0,CLOSED
35618,35,--,0,CLOSED
36489,65,--,0,CLOSED
36694,35,--,0,CLOSED
32945,35,--,0,Waitlisted
37982,35,--,0,CLOSED
35587,35,--,0,CLOSED
37313,35,--,0,CLOSED
36123,35,25,10,OPEN
38513,35,8,27,OPEN
32792,30,--,0,CLOSED
38739,5,--,0,CLOSED
38810,5,--,0,CLOSED
38860,1,--,0,CLOSED
38868,1,--,0,CLOSED
38894,1,--,0,CLOSED
38903,1,--,0,CLOSED
38910,1,0,1,Permission of Dean
37048,5,--,0,CLOSED
37935,3,--,0,CLOSED
38825,5,--,0,CLOSED
38872,1,--,0,CLOSED
38888,5,--,0,CLOSED
38780,1,0,1,Permission of Dean
38468,35,--,0,CLOSED
38469,35,3,32,OPEN
38470,35,11,24,OPEN
38096,40,--,0,CLOSED
37843,40,--,0,Waitlisted
36128,40,--,0,CLOSED
36124,80,--,0,CLOSED
37295,40,--,0,CLOSED
36125,40,--,0,CLOSED
31868,40,--,0,CLOSED
36536,40,--,0,CLOSED
36537,40,--,0,CLOSED
32794,40,--,0,CLOSED
38466,40,--,0,Waitlisted
37459,25,10,15,OPEN
37461,25,--,0,Waitlisted
37463,25,5,20,OPEN
38803,16,12,4,OPEN
37465,25,16,9,OPEN
38573,25,--,0,Waitlisted
37467,25,--,0,See Instructor
37471,25,--,0,Waitlisted
36660,20,8,12,OPEN
38574,20,--,0,Waitlisted
36658,20,--,0,See Instructor
37476,16,--,0,See Instructor
38575,20,6,14,OPEN
38577,25,12,13,OPEN
37475,20,--,0,See Instructor
38254,20,11,9,OPEN
31315,40,--,0,CLOSED
38670,40,--,0,CLOSED
30558,40,--,0,CLOSED
33140,40,--,0,CLOSED
30253,40,--,0,CLOSED
32160,40,--,0,CLOSED
32193,40,--,0,CLOSED
37709,40,--,0,CLOSED
38856,40,7,33,OPEN
38655,40,--,0,CLOSED
35622,40,--,0,CLOSED
34375,40,5,35,OPEN
35631,40,8,32,OPEN
34728,40,--,0,CLOSED
38858,40,--,0,CLOSED
38564,40,--,0,CLOSED
38565,40,--,0,CLOSED
34724,40,--,0,CLOSED
38566,40,--,0,CLOSED
35136,40,--,0,CLOSED
37718,40,--,0,CLOSED
31562,40,--,0,CLOSED
34010,40,--,0,CLOSED
38667,40,--,0,CLOSED
30748,40,--,0,CLOSED
36138,40,--,0,CLOSED
38713,40,--,0,Waitlisted
30135,40,--,0,CLOSED
35770,40,--,0,CLOSED
31563,40,--,0,CLOSED
36699,40,--,0,CLOSED
38896,40,--,0,CLOSED
30599,40,--,0,CLOSED
30644,40,--,0,CLOSED
38808,35,4,31,OPEN
38711,40,--,0,CLOSED
38712,40,--,0,CLOSED
36140,40,--,0,CLOSED
35628,40,--,0,CLOSED
38571,40,--,0,CLOSED
35686,40,--,0,CLOSED
30246,27,--,0,CLOSED
30248,27,--,0,CLOSED
32445,27,--,0,CLOSED
32100,27,--,0,CLOSED
30156,27,--,0,CLOSED
30247,27,--,0,CLOSED
31086,27,--,0,CLOSED
31188,27,--,0,CLOSED
33977,27,--,0,CLOSED
36041,27,--,0,CLOSED
30163,27,--,0,CLOSED
30300,27,--,0,CLOSED
32446,27,--,0,CLOSED
30250,27,--,0,CLOSED
32447,27,--,0,CLOSED
30252,27,--,0,CLOSED
31327,27,--,0,CLOSED
33555,27,--,0,CLOSED
30804,27,--,0,CLOSED
31164,27,--,0,CLOSED
36558,27,--,0,CLOSED
37873,27,--,0,CLOSED
30251,27,--,0,CLOSED
30467,27,--,0,CLOSED
32441,27,--,0,CLOSED
32442,27,--,0,CLOSED
37874,27,--,0,CLOSED
30807,27,--,0,CLOSED
30470,27,--,0,CLOSED
33377,24,--,0,CLOSED
35353,24,--,0,CLOSED
34391,24,--,0,CLOSED
33691,24,--,0,CLOSED
38742,5,--,0,CLOSED
30344,27,--,0,CLOSED
32299,27,--,0,CLOSED
37934,27,--,0,CLOSED
38857,27,--,0,CLOSED
30345,27,--,0,CLOSED
30259,27,--,0,CLOSED
31035,27,--,0,CLOSED
31091,27,--,0,CLOSED
31161,27,--,0,CLOSED
31301,27,--,0,CLOSED
32105,27,--,0,CLOSED
30164,27,--,0,CLOSED
32451,27,--,0,CLOSED
30365,30,--,0,CLOSED
30828,30,--,0,CLOSED
31957,30,--,0,CLOSED
31346,30,--,0,CLOSED
31445,30,--,0,CLOSED
31374,30,--,0,CLOSED
38639,25,--,0,CLOSED
36030,25,--,0,CLOSED
33212,25,--,0,See Instructor
38640,25,--,0,CLOSED
33312,25,--,0,CLOSED
30514,25,--,0,CLOSED
38402,25,--,0,CLOSED
36029,25,--,0,CLOSED
31576,25,--,0,CLOSED
36657,25,--,0,CLOSED
35248,25,--,0,CLOSED
35284,60,--,0,CLOSED
38684,48,--,0,CLOSED
35285,60,--,0,CLOSED
37543,60,--,0,CLOSED
35288,60,--,0,CLOSED
35289,120,--,0,CLOSED
37861,60,--,0,CLOSED
35300,60,--,0,CLOSED
35302,60,--,0,CLOSED
35303,60,--,0,CLOSED
35305,35,--,0,CLOSED
35304,120,--,0,CLOSED
35307,60,--,0,CLOSED
35269,120,--,0,CLOSED
38600,75,--,0,CLOSED
35270,24,--,0,CLOSED
35273,24,--,0,CLOSED
35272,24,--,0,CLOSED
37088,22,--,0,CLOSED
38642,22,--,0,CLOSED
35277,16,--,0,CLOSED
37142,24,--,0,CLOSED
35279,16,--,0,CLOSED
38643,22,--,0,CLOSED
36315,32,--,0,CLOSED
30502,32,--,0,CLOSED
34490,32,--,0,CLOSED
35102,32,--,0,CLOSED
37978,32,--,0,CLOSED
37979,32,--,0,CLOSED
37980,32,--,0,CLOSED
30289,32,--,0,CLOSED
37254,32,--,0,CLOSED
30509,100,--,0,CLOSED
38066,30,--,0,CLOSED
36484,30,--,0,CLOSED
35068,30,--,0,CLOSED
36345,30,--,0,CLOSED
36381,30,--,0,CLOSED
37007,30,--,0,CLOSED
38067,30,--,0,CLOSED
30294,30,--,0,CLOSED
38318,30,--,0,CLOSED
31478,30,--,0,CLOSED
37084,30,--,0,CLOSED
35671,40,--,0,CLOSED
35672,30,24,6,OPEN
38320,20,--,0,CLOSED
37251,30,--,0,CLOSED
38322,30,--,0,CLOSED
37248,20,--,0,CLOSED
35675,30,--,0,CLOSED
37072,30,7,23,OPEN
37247,30,--,0,CLOSED
33066,30,--,0,CLOSED
37928,30,--,0,CLOSED
35563,30,--,0,CLOSED
35564,30,--,0,CLOSED
35692,30,--,0,CLOSED
38593,30,--,0,CLOSED
38689,30,--,0,CLOSED
33041,30,--,0,CLOSED
33044,30,--,0,CLOSED
33045,30,--,0,CLOSED
33373,30,--,0,CLOSED
37941,30,--,0,CLOSED
38381,60,--,0,CLOSED
33138,60,--,0,CLOSED
37943,60,--,0,CLOSED
37996,60,--,0,Waitlisted
38043,1,0,1,Permission of Instructor
