CRN,Cap,Act,Rem,Status
30234,10,9,1,Restricted: Nursing Program
35391,10,9,1,Restricted: Nursing Program
30399,10,9,1,Restricted: Nursing Program
33101,10,7,3,Restricted: Nursing Program
37518,10,7,3,Restricted: Nursing Program
30404,10,6,4,Restricted: Nursing Program
35392,10,9,1,Restricted: Nursing Program
37782,10,8,2,Restricted: Nursing Program
38821,10,7,3,Restricted: Nursing Program
34251,10,--,0,Restricted: Nursing Program
34252,10,--,0,Restricted: Nursing Program
38343,10,--,0,Restricted: Nursing Program
34808,10,--,0,Restricted: Nursing Program
34809,10,--,0,Restricted: Nursing Program
38777,10,--,0,Restricted: Nursing Program
34254,30,--,0,Restricted: Nursing Program
38346,10,--,0,Restricted: Nursing Program
38347,10,--,0,Restricted: Nursing Program
38345,10,--,0,Restricted: Nursing Program
35393,32,--,0,CLOSED
31210,32,29,3,Restricted: Nursing Program
33557,45,43,2,OPEN
37381,45,--,0,See Instructor
35461,45,--,0,See Instructor
33558,45,43,2,OPEN
32736,60,--,0,CLOSED
33130,60,58,2,OPEN
33246,45,43,2,OPEN
37386,45,--,0,CLOSED
35864,45,--,0,See Instructor
35865,45,--,0,See Instructor
37387,45,44,1,OPEN
33245,45,--,0,Waitlisted
33247,45,--,0,Waitlisted
33252,45,--,0,Waitlisted
37377,35,19,16,OPEN
36681,40,38,2,OPEN
38252,25,16,9,OPEN
34196,15,--,0,See Instructor
38253,30,3,27,OPEN
38590,25,0,25,OPEN
38589,25,1,24,OPEN
38588,25,0,25,OPEN
38227,15,--,0,See Instructor
38228,15,13,2,OPEN
38229,15,10,5,OPEN
38230,15,--,0,See Instructor
38231,15,8,7,OPEN
38232,15,--,0,See Instructor
38233,15,11,4,OPEN
38234,15,--,0,See Instructor
38235,15,--,0,See Instructor
38236,15,--,0,See Instructor
38237,15,14,1,OPEN
38238,15,--,0,See Instructor
38239,15,12,3,OPEN
38240,15,13,2,OPEN
38241,15,--,0,See Instructor
38242,15,--,0,See Instructor
38243,15,--,0,See Instructor
38244,15,--,0,See Instructor
38245,15,--,0,See Instructor
31731,40,--,0,See Instructor
33976,40,39,1,OPEN
37710,40,34,6,OPEN
31099,40,16,24,OPEN
38042,40,--,0,See Instructor
38662,40,18,22,OPEN
38663,40,21,19,OPEN
36166,40,--,0,See Instructor
36714,40,--,0,See Instructor
36821,40,20,20,OPEN
37173,40,23,17,OPEN
37573,40,--,0,See Instructor
37810,40,--,0,See Instructor
37572,40,--,0,See Instructor
38664,40,--,0,Waitlisted
38850,40,--,0,Waitlisted
38869,40,--,0,Waitlisted
35088,35,--,0,See Instructor
31107,40,30,10,OPEN
36167,40,--,0,See Instructor
36716,40,--,0,Waitlisted
32165,40,29,11,OPEN
38579,40,--,0,See Instructor
30498,30,29,1,OPEN
38654,30,16,14,OPEN
32354,30,19,11,OPEN
35653,30,17,13,OPEN
38671,30,27,3,OPEN
31295,30,7,23,OPEN
30017,30,--,0,See Instructor
30766,30,--,0,See Instructor
31776,30,--,0,See Instructor
32166,30,29,1,OPEN
33126,30,29,1,OPEN
37704,30,27,3,OPEN
33201,30,28,2,OPEN
36342,30,--,0,See Instructor
37181,30,29,1,OPEN
35882,30,--,0,Waitlisted
37994,30,10,20,OPEN
38660,30,25,5,OPEN
36717,25,21,4,OPEN
32054,40,37,3,OPEN
38666,40,--,0,Waitlisted
37571,40,26,14,OPEN
37263,24,16,8,OPEN
37264,24,22,2,OPEN
37266,24,19,5,OPEN
37267,24,16,8,OPEN
37269,24,22,2,OPEN
37270,24,--,0,See Instructor
37272,24,18,6,OPEN
37579,24,--,0,See Instructor
37815,24,--,0,See Instructor
38603,24,15,9,OPEN
37276,24,--,0,See Instructor
37587,24,16,8,OPEN
37847,60,45,15,OPEN
32185,60,--,0,See Instructor
37581,60,--,0,See Instructor
37582,60,--,0,See Instructor
37908,20,5,4,OPEN
37909,20,2,4,OPEN
38261,24,23,1,OPEN
37590,24,11,13,OPEN
34605,12,5,7,Restricted: Biotechnology Prog
37999,28,23,5,OPEN
30490,28,--,0,See Instructor
34765,28,--,0,Waitlisted
33388,30,--,0,See Instructor
36629,28,16,12,OPEN
31215,24,--,0,See Instructor
31750,24,--,0,See Instructor
33778,24,--,0,See Instructor
31494,24,--,0,See Instructor
37439,28,19,9,OPEN
37930,28,--,0,See Instructor
37432,28,--,0,See Instructor
37433,28,27,1,OPEN
37434,28,24,4,OPEN
37436,28,--,0,See Instructor
37437,28,--,0,See Instructor
37435,28,--,0,See Instructor
37438,28,--,0,See Instructor
37440,24,16,8,OPEN
37855,24,23,1,OPEN
37441,24,--,0,See Instructor
37442,24,--,0,See Instructor
38266,24,--,0,See Instructor
38265,24,21,3,OPEN
38264,24,15,9,OPEN
34982,35,30,5,OPEN
33882,35,--,0,See Instructor
33883,35,--,0,See Instructor
32104,28,17,11,OPEN
38741,5,1,4,Permission of Instructor
30202,24,--,0,See Instructor
32455,24,20,4,OPEN
38719,27,19,8,OPEN
37225,40,--,0,See Instructor
37929,40,--,0,See Instructor
38276,40,27,13,OPEN
37827,40,--,0,CLOSED
37949,40,--,0,Waitlisted
38282,40,--,0,See Instructor
38283,40,--,0,See Instructor
37226,40,--,0,See Instructor
31481,40,--,0,See Instructor
30208,30,23,7,OPEN
30918,40,33,7,OPEN
38354,40,13,27,OPEN
38605,40,--,0,See Instructor
38279,40,18,22,OPEN
38450,40,34,6,OPEN
31314,40,--,0,See Instructor
38281,40,15,25,OPEN
34048,24,21,3,OPEN
37948,24,9,15,OPEN
30364,24,20,4,OPEN
32235,24,13,11,OPEN
38448,40,11,29,OPEN
35110,40,24,16,OPEN
31240,40,39,1,OPEN
31250,40,--,0,See Instructor
31393,40,34,6,OPEN
31399,40,--,0,See Instructor
31572,40,--,0,See Instructor
32582,35,34,1,OPEN
35656,40,--,0,See Instructor
35657,40,38,2,OPEN
36718,40,--,0,See Instructor
38784,35,20,15,OPEN
31252,40,--,0,See Instructor
31317,40,--,0,See Instructor
36170,40,36,4,OPEN
38271,40,24,16,OPEN
31475,40,--,0,See Instructor
31659,40,--,0,See Instructor
32581,40,38,2,OPEN
33055,40,--,0,See Instructor
33266,40,--,0,See Instructor
33273,40,--,0,See Instructor
34688,40,--,0,See Instructor
36173,40,--,0,See Instructor
36406,40,--,0,See Instructor
36457,40,--,0,See Instructor
37174,40,--,0,See Instructor
37596,40,--,0,See Instructor
31417,40,--,0,See Instructor
31656,40,--,0,See Instructor
33265,40,--,0,See Instructor
33272,40,--,0,See Instructor
33733,40,--,0,See Instructor
35192,40,--,0,See Instructor
38635,40,--,0,See Instructor
36174,36,23,13,OPEN
31657,40,--,0,Waitlisted
33123,40,--,0,Waitlisted
33269,40,--,0,Waitlisted
35193,40,--,0,Waitlisted
35861,40,--,0,Waitlisted
38636,40,--,0,Waitlisted
38814,40,--,0,Waitlisted
38876,40,--,0,Waitlisted
38813,30,--,0,CLOSED
31241,40,20,20,OPEN
34932,40,--,0,CLOSED
38272,40,--,0,See Instructor
30703,40,--,0,See Instructor
35658,40,--,0,See Instructor
37597,40,36,4,OPEN
31256,40,23,17,OPEN
30716,40,15,25,OPEN
35771,40,--,0,See Instructor
30430,40,37,3,OPEN
31207,40,--,0,See Instructor
31610,40,--,0,See Instructor
32973,40,16,24,OPEN
36196,40,33,7,OPEN
38730,40,35,5,OPEN
30266,80,--,0,See Instructor
33056,40,34,6,OPEN
34529,40,--,0,See Instructor
36177,40,--,0,See Instructor
38707,80,75,5,OPEN
38731,40,37,3,OPEN
31580,40,33,7,OPEN
32585,40,--,0,See Instructor
35114,40,35,5,OPEN
36178,40,--,0,See Instructor
37633,40,--,0,CLOSED
37689,40,--,0,See Instructor
38679,40,--,0,See Instructor
33979,40,--,0,See Instructor
35693,80,--,0,See Instructor
35195,40,--,0,See Instructor
35661,40,--,0,CLOSED
35662,40,--,0,CLOSED
37180,40,--,0,CLOSED
38674,30,8,22,Restricted: Dual Enrollment
38672,30,17,13,Restricted: Dual Enrollment
38673,35,8,27,Restricted: Dual Enrollment
38576,35,--,0,See Instructor
33781,40,--,0,See Instructor
38388,40,32,8,OPEN
35150,40,--,0,See Instructor
36729,40,--,0,See Instructor
31296,40,--,0,See Instructor
31611,40,--,0,See Instructor
31671,40,--,0,See Instructor
36179,40,--,0,See Instructor
36825,40,--,0,See Instructor
38675,30,13,17,Restricted: Dual Enrollment
36732,40,--,0,See Instructor
36731,40,--,0,See Instructor
38041,40,--,0,CLOSED
32171,25,--,0,See Instructor
36190,25,--,0,See Instructor
36191,25,--,0,See Instructor
36740,25,--,0,See Instructor
36187,25,--,0,See Instructor
36738,25,--,0,See Instructor
38826,25,--,0,See Instructor
36429,25,--,0,See Instructor
38039,25,--,0,See Instructor
38002,25,--,0,Waitlisted
38895,25,9,16,OPEN
38820,1,--,0,CLOSED
36193,40,29,11,OPEN
37791,40,--,0,See Instructor
38392,40,37,3,OPEN
30393,40,--,0,See Instructor
31740,40,--,0,See Instructor
32365,40,--,0,See Instructor
38394,40,--,0,See Instructor
38053,40,--,0,CLOSED
37632,40,--,0,See Instructor
36407,40,--,0,See Instructor
36182,40,--,0,See Instructor
31206,40,38,2,OPEN
36735,40,11,29,OPEN
36737,40,28,12,OPEN
35843,40,39,1,OPEN
33059,40,20,20,OPEN
37586,40,--,0,See Instructor
38677,40,--,0,CLOSED
38680,40,--,0,See Instructor
38578,40,--,0,See Instructor
38055,40,--,0,CLOSED
34776,40,--,0,See Instructor
38823,40,2,34,OPEN
30555,24,--,0,See Instructor
32119,24,--,0,See Instructor
32120,24,--,0,See Instructor
35403,24,--,0,See Instructor
36438,24,22,2,OPEN
30190,24,--,0,See Instructor
36437,24,23,1,OPEN
37635,24,--,0,See Instructor
37868,24,--,0,See Instructor
30674,24,22,2,OPEN
35223,24,--,0,See Instructor
37567,30,--,0,See Instructor
37568,30,--,0,See Instructor
38356,15,7,8,Restricted: Restorative Dental
38355,15,7,8,Restricted: Restorative Dental
38359,15,7,8,Restricted: Restorative Dental
38360,15,7,8,Restricted: Restorative Dental
38357,15,7,8,Restricted: Restorative Dental
38358,15,7,8,Restricted: Restorative Dental
38361,15,8,7,Restricted: Restorative Dental
38364,15,8,7,Restricted: Restorative Dental
38370,15,8,7,Restricted: Restorative Dental
38369,15,8,7,Restricted: Restorative Dental
38371,15,8,7,Restricted: Restorative Dental
38362,15,8,7,Restricted: Restorative Dental
32739,20,18,2,Restricted
32740,20,18,2,Restricted
32741,20,18,2,Restricted
32742,24,16,8,Restricted
32743,20,18,2,Restricted
32744,20,16,4,Restricted
37097,1,0,1,Permission of Instructor
37610,20,5,15,Restricted
32747,20,16,4,Restricted
32172,40,13,27,OPEN
38580,40,14,26,OPEN
32856,40,13,27,OPEN
32225,30,14,16,OPEN
30485,30,9,21,OPEN
31758,25,1,19,OPEN
31759,25,5,19,OPEN
36159,24,--,0,See Instructor
38688,24,--,0,CLOSED
36647,28,21,7,Restricted: SLPA
36648,28,21,7,Restricted: SLPA
32906,28,24,4,Restricted: SLPA
34519,15,13,2,Restricted: SLPA
36646,15,13,2,Restricted: SLPA
30510,40,22,18,OPEN
31291,40,15,25,OPEN
31342,40,12,28,OPEN
31343,40,--,0,See Instructor
32325,40,--,0,See Instructor
34341,40,22,18,OPEN
36203,40,11,29,OPEN
38558,40,32,8,OPEN
34340,40,27,13,OPEN
36744,36,9,27,OPEN
38559,40,20,20,OPEN
32930,40,24,16,OPEN
34549,40,21,19,OPEN
35147,40,18,22,OPEN
30029,40,--,0,See Instructor
31747,40,--,0,See Instructor
32326,40,--,0,See Instructor
36745,40,--,0,See Instructor
36747,40,--,0,See Instructor
37605,40,--,0,See Instructor
32199,40,--,0,See Instructor
32330,40,--,0,See Instructor
32394,40,--,0,See Instructor
32590,40,--,0,See Instructor
33128,40,--,0,See Instructor
33289,40,--,0,See Instructor
35810,40,--,0,See Instructor
33285,40,--,0,Waitlisted
33286,40,--,0,Waitlisted
34689,40,--,0,Waitlisted
35862,40,--,0,Waitlisted
38783,30,13,17,Restricted: Dual Enrollment
38638,30,13,17,Restricted: Dual Enrollment
38854,20,7,13,Restricted: Dual Enrollment
38782,30,0,30,Restricted: Dual Enrollment
38560,35,--,0,See Instructor
30561,40,14,26,OPEN
33982,40,21,19,OPEN
36204,40,20,20,OPEN
36751,40,--,0,CLOSED
37665,30,15,15,Restricted: Dual Enrollment
36830,40,--,0,CLOSED
38861,40,7,17,OPEN
32969,40,23,5,OPEN
36829,40,--,0,CLOSED
37687,40,20,1,OPEN
37623,40,--,0,CLOSED
38877,40,--,0,CLOSED
38697,40,3,37,Restricted: Dual Enrollment
32857,40,--,0,See Instructor
37607,40,--,0,See Instructor
35665,40,19,21,OPEN
38665,40,14,26,Restricted: Dual Enrollment
32173,40,--,0,See Instructor
38262,40,15,25,OPEN
38263,40,17,23,OPEN
37611,40,--,0,See Instructor
37612,40,--,0,CLOSED
37621,40,38,2,OPEN
37622,40,--,0,CLOSED
37619,40,--,0,CLOSED
37615,40,15,23,OPEN
37841,40,20,20,OPEN
34749,30,19,11,OPEN
37926,30,10,20,OPEN
38409,30,22,8,OPEN
31352,30,19,11,OPEN
32077,30,--,0,See Instructor
31093,30,--,0,See Instructor
31355,30,--,0,See Instructor
31358,30,--,0,See Instructor
32074,30,--,0,See Instructor
34640,30,--,0,See Instructor
38413,30,--,0,See Instructor
38414,30,--,0,See Instructor
30279,30,22,8,OPEN
30378,30,25,5,OPEN
31357,30,17,13,OPEN
38069,30,--,0,Waitlisted
38874,30,--,0,Waitlisted
38882,30,--,0,Waitlisted
31524,30,12,18,OPEN
30570,30,20,10,OPEN
34738,30,27,3,OPEN
30877,30,--,0,See Instructor
30829,30,25,5,OPEN
31371,25,15,10,OPEN
30619,25,8,17,OPEN
38827,25,16,9,Restricted: Dual Enrollment
38828,25,23,2,Restricted: Dual Enrollment
32050,25,10,15,OPEN
38412,30,--,0,CLOSED
36413,25,21,4,OPEN
30334,32,31,1,OPEN
31042,32,23,9,OPEN
31384,32,--,0,See Instructor
31386,32,29,3,OPEN
31396,32,30,2,OPEN
31566,32,26,6,Restricted: Ujima
32998,32,15,17,OPEN
33036,32,12,20,OPEN
33738,32,--,0,See Instructor
38668,32,--,0,See Instructor
38701,32,31,1,OPEN
30346,32,29,3,OPEN
30348,32,28,4,OPEN
31394,32,30,2,OPEN
31413,32,31,1,OPEN
31421,32,--,0,See Instructor
31507,32,29,3,OPEN
33641,32,--,0,See Instructor
35736,32,17,15,OPEN
36758,32,--,0,See Instructor
30140,32,28,4,OPEN
30152,32,--,0,See Instructor
30305,32,26,6,OPEN
31286,32,--,0,See Instructor
31354,32,--,0,See Instructor
31383,32,--,0,See Instructor
31387,32,--,0,See Instructor
31388,32,--,0,See Instructor
31395,32,--,0,See Instructor
31418,32,24,8,OPEN
32147,32,--,0,See Instructor
32388,32,--,0,See Instructor
32999,32,31,1,OPEN
33640,32,--,0,See Instructor
37140,32,31,1,OPEN
37197,32,--,0,See Instructor
38017,32,--,0,See Instructor
38080,32,--,0,CLOSED
37198,32,--,0,See Instructor
38005,32,--,0,See Instructor
38025,32,--,0,See Instructor
38026,32,31,1,OPEN
38027,32,--,0,See Instructor
38365,32,--,0,See Instructor
36787,32,--,0,Waitlisted
38071,32,--,0,Waitlisted
38072,32,--,0,Waitlisted
38726,25,0,25,Restricted: Dual Enrollment
38686,30,14,16,Restricted: Dual Enrollment
38729,25,0,25,Restricted: Dual Enrollment
38368,32,7,25,OPEN
37927,25,22,3,OPEN
31217,32,17,15,OPEN
31407,32,28,4,OPEN
33624,32,--,0,See Instructor
33626,32,--,0,See Instructor
32922,32,--,0,Waitlisted
33293,32,--,0,Waitlisted
33294,32,--,0,Waitlisted
30417,27,23,4,OPEN
30382,32,--,0,See Instructor
37638,32,--,0,See Instructor
31422,32,--,0,See Instructor
35168,32,28,4,OPEN
38657,32,29,3,OPEN
30500,32,24,8,OPEN
32919,32,--,0,See Instructor
37160,32,--,0,See Instructor
37646,32,--,0,See Instructor
36109,32,--,0,See Instructor
36115,32,30,2,OPEN
37643,32,--,0,See Instructor
38075,32,--,0,See Instructor
35598,32,14,18,OPEN
37644,32,--,0,Waitlisted
38366,32,--,0,Waitlisted
38367,32,--,0,Waitlisted
38685,30,21,9,Restricted: Dual Enrollment
36057,32,17,15,OPEN
32149,32,26,6,OPEN
36135,30,25,5,OPEN
37184,30,--,0,See Instructor
36534,65,--,0,See Instructor
37906,35,--,0,See Instructor
32174,35,32,3,OPEN
37580,35,26,9,OPEN
38699,35,28,7,OPEN
36200,35,32,3,OPEN
36750,35,34,1,OPEN
38681,35,31,4,OPEN
38682,35,25,10,OPEN
35076,35,--,0,See Instructor
35666,35,--,0,See Instructor
36197,35,--,0,See Instructor
36199,35,--,0,See Instructor
36749,35,32,3,OPEN
38678,35,--,0,See Instructor
30474,35,33,2,OPEN
30624,35,--,0,See Instructor
30934,28,26,2,OPEN
32515,35,--,0,See Instructor
32560,28,25,3,OPEN
36240,35,--,0,See Instructor
36327,35,22,13,OPEN
36866,28,--,0,CLOSED
36986,28,27,1,OPEN
36992,35,--,0,See Instructor
30257,35,--,0,See Instructor
30637,35,--,0,See Instructor
31571,35,--,0,See Instructor
36401,35,23,12,OPEN
36868,28,24,4,OPEN
36906,35,--,0,See Instructor
36917,35,--,0,See Instructor
36929,35,--,0,See Instructor
36956,28,27,1,OPEN
34585,35,28,7,OPEN
31297,35,--,0,CLOSED
32409,35,--,0,See Instructor
32558,35,--,0,CLOSED
35163,35,--,0,See Instructor
36280,35,--,0,See Instructor
36328,35,--,0,See Instructor
36334,35,--,0,See Instructor
36428,35,--,0,See Instructor
36930,35,--,0,See Instructor
36932,35,--,0,See Instructor
36934,35,--,0,See Instructor
36968,35,--,0,CLOSED
36970,35,--,0,See Instructor
38691,30,23,7,Restricted: Dual Enrollment
36931,30,16,14,OPEN
38532,30,--,0,See Instructor
36867,28,--,0,CLOSED
36955,28,27,1,OPEN
36961,28,25,3,OPEN
36987,28,27,1,OPEN
36869,28,24,4,OPEN
36957,28,27,1,OPEN
37178,25,21,4,OPEN
30450,25,23,2,OPEN
37368,25,--,0,See Instructor
37369,25,--,0,See Instructor
37637,25,--,0,See Instructor
38076,25,5,20,OPEN
31457,28,20,8,OPEN
32352,28,22,6,OPEN
31455,28,12,16,OPEN
37775,28,19,9,OPEN
30175,28,--,0,See Instructor
37018,35,25,10,OPEN
38550,35,--,0,See Instructor
30533,25,--,0,See Instructor
32823,25,--,0,See Instructor
31468,13,10,3,OPEN
30464,18,8,6,OPEN
30898,18,4,13,OPEN
32155,18,4,6,OPEN
32156,18,1,13,OPEN
37784,20,9,11,OPEN
36807,17,7,10,OPEN
37380,20,10,10,Audition Required
38018,20,0,20,Audition Required
38551,10,0,10,Audition Required
33403,10,0,10,Audition Required
31471,30,22,8,OPEN
32697,18,8,10,OPEN
30679,15,4,7,Audition Required
38255,25,--,0,See Instructor
38256,25,--,0,Waitlisted
31433,35,12,23,OPEN
38374,35,--,0,See Instructor
38375,35,--,0,Waitlisted
30410,16,--,0,See Instructor
31436,16,15,1,OPEN
31437,16,--,0,See Instructor
38555,16,10,6,OPEN
36083,12,--,0,See Instructor
38694,16,--,0,See Instructor
34420,12,--,0,See Instructor
37655,12,--,0,See Instructor
31438,12,--,0,See Instructor
38692,30,17,13,Restricted: Dual Enrollment
38693,30,18,12,Restricted: Dual Enrollment
37656,25,16,9,OPEN
38379,30,--,0,See Instructor
37103,20,15,5,OPEN
35769,20,17,3,OPEN
37658,20,4,16,OPEN
36397,25,--,0,See Instructor
38376,40,--,0,See Instructor
38377,40,--,0,Waitlisted
38554,12,6,6,OPEN
37931,10,6,4,OPEN
35210,1,0,1,Permission of Dean
38084,1,0,1,Permission of Instructor
34673,1,--,0,Permission of Dean
38788,1,--,0,CLOSED
38384,16,11,5,OPEN
37200,20,14,3,OPEN
37201,20,--,0,CLOSED
38332,20,11,1,OPEN
38526,20,8,1,OPEN
37203,20,3,3,OPEN
37206,20,--,0,CLOSED
38714,20,--,0,CLOSED
31486,20,5,8,OPEN
31487,20,--,0,CLOSED
31488,20,7,8,OPEN
38884,20,2,18,OPEN
